producer,producerStageOrder,consumer,consumerStageOrder,producerStorageType,producerTasksPerNode,consumerStorageType,consumerTasksPerNode,SPM,estT_prod,estT_cons
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd,11,0.04659168143293053,0.04659168143293053,0.0
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd,15,0.04659168143293053,0.04659168143293053,0.0
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd,16,0.04659168143293053,0.04659168143293053,0.0
mBgModel,1.0,stage_out-mBgModel,1.5,tmpfs,1,tmpfs-beegfs,2,0.324370872587983,3.153292173832882e-08,0.32437084105506125
mProject,1.0,stage_out-mProject,1.5,tmpfs,2,tmpfs-beegfs,2,0.32437262521048393,1.7841554226710784e-06,0.32437084105506125
mAdd,1.0,stage_out-mAdd,1.5,tmpfs,1,tmpfs-beegfs,2,0.3243742274745296,3.386419468326646e-06,0.32437084105506125
mDiffFit,1.0,stage_out-mDiffFit,1.5,tmpfs,15,tmpfs-beegfs,2,0.3245540672823782,0.00018322622731690145,0.32437084105506125
mBackground,1.0,stage_out-mBackground,1.5,tmpfs,2,tmpfs-beegfs,2,0.32608392910286593,0.001713088047804686,0.32437084105506125
mViewer,1.0,stage_out-mViewer,1.5,tmpfs,1,tmpfs-beegfs,2,0.3341799793863057,0.009809138331244499,0.32437084105506125
mBgModel,1.0,stage_out-mBgModel,1.5,tmpfs,1,tmpfs-beegfs,1,0.5248915083728012,3.153292173832882e-08,0.5248914768398795
mProject,1.0,stage_out-mProject,1.5,tmpfs,2,tmpfs-beegfs,1,0.5248932609953021,1.7841554226710784e-06,0.5248914768398795
mAdd,1.0,stage_out-mAdd,1.5,tmpfs,1,tmpfs-beegfs,1,0.5248948632593478,3.386419468326646e-06,0.5248914768398795
mDiffFit,1.0,stage_out-mDiffFit,1.5,tmpfs,15,tmpfs-beegfs,1,0.5250747030671964,0.00018322622731690145,0.5248914768398795
mBackground,1.0,stage_out-mBackground,1.5,tmpfs,2,tmpfs-beegfs,1,0.5266045648876841,0.001713088047804686,0.5248914768398795
mViewer,1.0,stage_out-mViewer,1.5,tmpfs,1,tmpfs-beegfs,1,0.534700615171124,0.009809138331244499,0.5248914768398795
mBgModel,1.0,stage_out-mBgModel,1.5,beegfs,1,beegfs-ssd,1,0.5558612279255616,7.58204444672475e-08,0.5558611521051171
mProject,1.0,stage_out-mProject,1.5,beegfs,2,beegfs-ssd,1,0.5558663162044972,5.164099380083447e-06,0.5558611521051171
mAdd,1.0,stage_out-mAdd,1.5,beegfs,1,beegfs-ssd,1,0.5558759407748439,1.4788669726858594e-05,0.5558611521051171
mDiffFit,1.0,stage_out-mDiffFit,1.5,beegfs,15,beegfs-ssd,1,0.5576094344232471,0.0017482823181299032,0.5558611521051171
mBackground,1.0,stage_out-mBackground,1.5,beegfs,2,beegfs-ssd,1,0.5614888450129522,0.005627692907835096,0.5558611521051171
mViewer,1.0,stage_out-mViewer,1.5,beegfs,1,beegfs-ssd,1,0.5856023450329092,0.029741192927792044,0.5558611521051171
mBgModel,1.0,stage_out-mBgModel,1.5,beegfs,1,beegfs-tmpfs,1,0.6286373730229989,7.58204444672475e-08,0.6286372972025545
mProject,1.0,stage_out-mProject,1.5,beegfs,2,beegfs-tmpfs,1,0.6286424613019346,5.164099380083447e-06,0.6286372972025545
mAdd,1.0,stage_out-mAdd,1.5,beegfs,1,beegfs-tmpfs,1,0.6286520858722813,1.4788669726858594e-05,0.6286372972025545
mDiffFit,1.0,stage_out-mDiffFit,1.5,beegfs,15,beegfs-tmpfs,1,0.6303855795206844,0.0017482823181299032,0.6286372972025545
mBackground,1.0,stage_out-mBackground,1.5,beegfs,2,beegfs-tmpfs,1,0.6342649901103895,0.005627692907835096,0.6286372972025545
mViewer,1.0,stage_out-mViewer,1.5,beegfs,1,beegfs-tmpfs,1,0.6583784901303465,0.029741192927792044,0.6286372972025545
mDiffFit,1.0,stage_out-mDiffFit,1.5,tmpfs,15,tmpfs-tmpfs,1,0.8343566183360448,0.00018322622731690145,0.8341733921087279
mDiffFit,1.0,stage_out-mDiffFit,1.5,ssd,15,ssd-ssd,1,0.8437612743210899,0.0062902227907444715,0.8374710515303455
mBgModel,1.0,stage_out-mBgModel,1.5,ssd,1,ssd-beegfs,2,1.2013091311723512,1.146308292286676e-07,1.201309016541522
mProject,1.0,stage_out-mProject,1.5,ssd,2,ssd-beegfs,2,1.2013107871320567,1.770590534768625e-06,1.201309016541522
mAdd,1.0,stage_out-mAdd,1.5,ssd,1,ssd-beegfs,2,1.201312399373647,3.382832125080852e-06,1.201309016541522
mDiffFit,1.0,stage_out-mDiffFit,1.5,ssd,15,ssd-beegfs,2,1.2075992393322663,0.0062902227907444715,1.201309016541522
mBackground,1.0,stage_out-mBackground,1.5,ssd,2,ssd-beegfs,2,1.21659441647099,0.01528539992946826,1.201309016541522
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd-beegfs,2,1.2479006979744525,0.04659168143293053,1.201309016541522
mBgModel,1.0,stage_out-mBgModel,1.5,ssd,1,ssd-beegfs,1,1.6903189299945638,1.146308292286676e-07,1.6903188153637345
mProject,1.0,stage_out-mProject,1.5,ssd,2,ssd-beegfs,1,1.6903205859542694,1.770590534768625e-06,1.6903188153637345
mAdd,1.0,stage_out-mAdd,1.5,ssd,1,ssd-beegfs,1,1.6903221981958596,3.382832125080852e-06,1.6903188153637345
mDiffFit,1.0,stage_out-mDiffFit,1.5,ssd,15,ssd-beegfs,1,1.696609038154479,0.0062902227907444715,1.6903188153637345
mBackground,1.0,stage_out-mBackground,1.5,ssd,2,ssd-beegfs,1,1.7056042152932027,0.01528539992946826,1.6903188153637345
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd-beegfs,1,1.736910496796665,0.04659168143293053,1.6903188153637345
mBackground,1.0,stage_out-mBackground,1.5,tmpfs,2,tmpfs-tmpfs,1,3.7332339123213076,0.001713088047804686,3.731520824273503
mBackground,1.0,stage_out-mBackground,1.5,ssd,2,ssd-ssd,1,3.7615576954432863,0.01528539992946826,3.746272295513818
mViewer,1.0,stage_out-mViewer,1.5,tmpfs,1,tmpfs-tmpfs,1,5.559403299557654,0.009809138331244499,5.549594161226409
mViewer,1.0,stage_out-mViewer,1.5,ssd,1,ssd-ssd,1,5.618124532678761,0.04659168143293053,5.571532851245831
